label,message
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
ham,Good morning princess! How are you?
ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
ham,Yup i'm free...
spam,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!"
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
ham,IM LATE TELLMISS IM ON MY WAY
ham,"Omw back to tampa from west palm, you hear what happened?"
ham,Go fool dont cheat others ok
spam,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
ham,Who u talking about?
ham,Just nw i came to hme da..
ham,Apart from the one i told you about yesterday?
ham,I asked you to call him now ok
ham,K still are you loving me.
ham,Crucify is c not s. You should have told me earlier.
ham,I'm gonna rip out my uterus.
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
ham,No need lar i go engin? Cos my sis at arts today...
ham,* Will have two more cartons off u and is very pleased with shelves
ham,Ok. C u then.
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
ham,No way I'm going back there!
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
ham,WOT U WANNA DO THEN MISSY?
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! "
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
ham,Prabha..i'm soryda..realy..frm heart i'm sory
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham,First answer my question.
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
ham,Do u knw dis no. &lt;#&gt; ?
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
ham,Kinda. First one gets in at twelve! Aah. Speak tomo
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
ham,"Sorry,  in meeting I'll call you later"
ham,"If we hit it off, you can move in with me :)"
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*"
ham,(You didn't hear it from me)
spam,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
ham,Yay can't wait to party together!
ham,Yes! How is a pretty lady like you single?
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
ham,That's my honeymoon outfit. :)
ham,"Nah, I'm a perpetual DD"
ham,what are your new years plans?
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,Sorry me going home first... Daddy come fetch ü later...
ham,Yup but not studying surfing lor. I'm in e lazy mode today.
ham,I'm at home n ready...
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham,Good words.... But words may leave u in dismay many times.
ham,Shall call now dear having food
ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
ham,"Sorry, I'll call later"
ham,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)"
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
ham,I am taking you for italian food. How about a pretty dress with no panties? :)
ham,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
ham,When are you going to ride your bike?
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham,"Ya tel, wats ur problem.."
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
ham,Hey gals.. Anyone of u going down to e driving centre tmr?
ham,"""Thinking of u ;) x"""
ham,Just getting back home
ham,"K, I might come by tonight then if my class lets out early"
ham,Pls speak to that customer machan.
ham,Ok.
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? 
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL
ham,WHAT TIME U WRKIN?
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
ham,Yay! You better not have told that to 5 other girls either.
ham,I dont want to hear philosophy. Just say what happen
ham,"""Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx"""
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
ham,At WHAT TIME should i come tomorrow
ham,Have you started in skye
ham,I not busy juz dun wan 2 go so early.. Hee.. 
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
ham,It certainly puts things into perspective when something like this happens
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!
ham,Where are the garage keys? They aren't on the bookshelf
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
ham,I'm glad. You are following your dreams.
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
ham,After completed degree. There is no use in joining finance.
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
ham,Waiting for your call.
ham,Please leave this topic..sorry for telling that..
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
ham,"I can't right this second, gotta hit people up first"
ham,Can not use foreign stamps in this country.
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! "
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please "
ham,Thanks for loving me so. You rock
ham,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite"
ham,"whatever, im pretty pissed off."
spam,Filthy stories and GIRLS waiting for your
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
ham,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
ham,"Yes, princess. Are you going to make me moan?"
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him."
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
ham,Do you still have the grinder?
ham,U sure u can't take any sick time?
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
ham,Ok... Sweet dreams...
spam,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
ham,What should i eat fo lunch senor
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,Siva is in hostel aha:-.
ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
ham,Aiyah then i wait lor. Then u entertain me. Hee...
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
ham,When you came to hostel.
ham,I'm working technical support :)voice process.
ham,As if i wasn't having enough trouble sleeping.
ham,In that case I guess I'll see you at campus lodge
ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
ham,Ok no prob...
ham,S...i will take mokka players only:)
ham,How would my ip address test that considering my computer isn't a minecraft server
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
